generic_name,display_name,reaction_term,count
citalopram,Citalopram (Celexa),JOINT INJURY,211
citalopram,Citalopram (Celexa),KIDNEY INFECTION,211
citalopram,Citalopram (Celexa),LEUKOCYTOSIS,211
citalopram,Citalopram (Celexa),LYMPHOCYTE COUNT DECREASED,211
citalopram,Citalopram (Celexa),LABORATORY TEST ABNORMAL,210
citalopram,Citalopram (Celexa),SCIATICA,210
citalopram,Citalopram (Celexa),IMPAIRED QUALITY OF LIFE,209
citalopram,Citalopram (Celexa),THERAPEUTIC PRODUCT EFFECT DECREASED,209
citalopram,Citalopram (Celexa),OBSTRUCTIVE AIRWAYS DISORDER,208
citalopram,Citalopram (Celexa),OSTEOPENIA,208
citalopram,Citalopram (Celexa),SYSTEMIC LUPUS ERYTHEMATOSUS,208
citalopram,Citalopram (Celexa),ALTERED STATE OF CONSCIOUSNESS,207
citalopram,Citalopram (Celexa),ANKLE FRACTURE,207
citalopram,Citalopram (Celexa),INCONTINENCE,207
citalopram,Citalopram (Celexa),SNEEZING,206
citalopram,Citalopram (Celexa),BRAIN OEDEMA,205
citalopram,Citalopram (Celexa),FULL BLOOD COUNT ABNORMAL,205
citalopram,Citalopram (Celexa),JAUNDICE,205
citalopram,Citalopram (Celexa),LOCALISED INFECTION,205
citalopram,Citalopram (Celexa),PERSONALITY CHANGE,204
citalopram,Citalopram (Celexa),RESPIRATORY TRACT INFECTION,204
citalopram,Citalopram (Celexa),COLD SWEAT,203
citalopram,Citalopram (Celexa),HEAD DISCOMFORT,203
citalopram,Citalopram (Celexa),RESPIRATORY DEPRESSION,203
citalopram,Citalopram (Celexa),RESPIRATORY DISORDER NEONATAL,203
citalopram,Citalopram (Celexa),BLOOD BILIRUBIN INCREASED,202
citalopram,Citalopram (Celexa),BLOOD UREA INCREASED,202
citalopram,Citalopram (Celexa),BRAIN INJURY,200
citalopram,Citalopram (Celexa),CEREBRAL INFARCTION,200
citalopram,Citalopram (Celexa),GENERALISED TONIC-CLONIC SEIZURE,200
citalopram,Citalopram (Celexa),TOOTHACHE,200
citalopram,Citalopram (Celexa),EYE DISORDER,199
citalopram,Citalopram (Celexa),FEEDING DISORDER,199
citalopram,Citalopram (Celexa),IRRITABLE BOWEL SYNDROME,199
citalopram,Citalopram (Celexa),ASPIRATION,198
citalopram,Citalopram (Celexa),MITRAL VALVE INCOMPETENCE,198
citalopram,Citalopram (Celexa),PERICARDIAL EFFUSION,198
citalopram,Citalopram (Celexa),PRODUCT PRESCRIBING ERROR,198
citalopram,Citalopram (Celexa),HYPOTONIA,195
citalopram,Citalopram (Celexa),INTERVERTEBRAL DISC DEGENERATION,195
citalopram,Citalopram (Celexa),LIVER INJURY,193
citalopram,Citalopram (Celexa),POST-TRAUMATIC STRESS DISORDER,193
citalopram,Citalopram (Celexa),PROCEDURAL PAIN,193
citalopram,Citalopram (Celexa),PANIC REACTION,192
citalopram,Citalopram (Celexa),POST PROCEDURAL COMPLICATION,192
citalopram,Citalopram (Celexa),SUBARACHNOID HAEMORRHAGE,192
citalopram,Citalopram (Celexa),HYPERREFLEXIA,191
citalopram,Citalopram (Celexa),MICTURITION URGENCY,191
citalopram,Citalopram (Celexa),OSTEOMYELITIS,191
citalopram,Citalopram (Celexa),BLOOD CALCIUM DECREASED,190
citalopram,Citalopram (Celexa),CANDIDA INFECTION,190
citalopram,Citalopram (Celexa),DIABETIC NEUROPATHY,190
citalopram,Citalopram (Celexa),LACERATION,190
citalopram,Citalopram (Celexa),SINUS DISORDER,190
citalopram,Citalopram (Celexa),BLOOD POTASSIUM INCREASED,189
citalopram,Citalopram (Celexa),MENORRHAGIA,189
citalopram,Citalopram (Celexa),PAIN OF SKIN,189
citalopram,Citalopram (Celexa),PLASMA CELL MYELOMA,189
citalopram,Citalopram (Celexa),RESPIRATORY RATE INCREASED,189
citalopram,Citalopram (Celexa),COAGULOPATHY,188
citalopram,Citalopram (Celexa),GASTROENTERITIS VIRAL,188
citalopram,Citalopram (Celexa),SPINAL OSTEOARTHRITIS,188
citalopram,Citalopram (Celexa),TRANSAMINASES INCREASED,187
citalopram,Citalopram (Celexa),VENTRICULAR FIBRILLATION,186
citalopram,Citalopram (Celexa),ASPHYXIA,185
citalopram,Citalopram (Celexa),CHOKING,185
citalopram,Citalopram (Celexa),SCAR,185
citalopram,Citalopram (Celexa),SPUTUM DISCOLOURED,185
citalopram,Citalopram (Celexa),PSYCHIATRIC DECOMPENSATION,184
citalopram,Citalopram (Celexa),RENAL CYST,184
citalopram,Citalopram (Celexa),BLOOD URINE PRESENT,183
citalopram,Citalopram (Celexa),DEAFNESS,183
citalopram,Citalopram (Celexa),MULTIPLE DRUG OVERDOSE INTENTIONAL,183
citalopram,Citalopram (Celexa),DRUG EFFECT INCOMPLETE,182
citalopram,Citalopram (Celexa),ELECTROLYTE IMBALANCE,182
citalopram,Citalopram (Celexa),SUBDURAL HAEMATOMA,182
citalopram,Citalopram (Celexa),CHOLECYSTITIS CHRONIC,181
citalopram,Citalopram (Celexa),GINGIVAL PAIN,181
citalopram,Citalopram (Celexa),GLOSSODYNIA,181
citalopram,Citalopram (Celexa),LUNG NEOPLASM MALIGNANT,181
citalopram,Citalopram (Celexa),LACRIMATION INCREASED,180
citalopram,Citalopram (Celexa),TENDERNESS,180
citalopram,Citalopram (Celexa),VITAMIN D DEFICIENCY,178
citalopram,Citalopram (Celexa),ALCOHOL POISONING,177
citalopram,Citalopram (Celexa),BRADYPHRENIA,177
citalopram,Citalopram (Celexa),SPINAL FRACTURE,177
citalopram,Citalopram (Celexa),CHOLECYSTECTOMY,176
citalopram,Citalopram (Celexa),CHROMATURIA,175
citalopram,Citalopram (Celexa),HAIR COLOUR CHANGES,175
citalopram,Citalopram (Celexa),HAIR TEXTURE ABNORMAL,175
citalopram,Citalopram (Celexa),ARTERIOSCLEROSIS,174
citalopram,Citalopram (Celexa),INITIAL INSOMNIA,174
citalopram,Citalopram (Celexa),INJECTION SITE MASS,174
citalopram,Citalopram (Celexa),SEASONAL ALLERGY,174
citalopram,Citalopram (Celexa),SPINAL PAIN,174
citalopram,Citalopram (Celexa),OESOPHAGITIS,173
citalopram,Citalopram (Celexa),MYOCARDIAL ISCHAEMIA,172
citalopram,Citalopram (Celexa),SUBSTANCE ABUSE,172
citalopram,Citalopram (Celexa),ANTIPSYCHOTIC DRUG LEVEL BELOW THERAPEUTIC,171
citalopram,Citalopram (Celexa),PRE-EXISTING CONDITION IMPROVED,171
citalopram,Citalopram (Celexa),PSYCHOMOTOR SKILLS IMPAIRED,171
citalopram,Citalopram (Celexa),PULMONARY MASS,171
citalopram,Citalopram (Celexa),CAESAREAN SECTION,170
citalopram,Citalopram (Celexa),FULL BLOOD COUNT DECREASED,170
citalopram,Citalopram (Celexa),PULMONARY FIBROSIS,170
citalopram,Citalopram (Celexa),SHOCK,170
citalopram,Citalopram (Celexa),STEVENS-JOHNSON SYNDROME,170
citalopram,Citalopram (Celexa),TOOTH INFECTION,170
citalopram,Citalopram (Celexa),WRIST FRACTURE,170
citalopram,Citalopram (Celexa),NEUTROPHIL COUNT INCREASED,169
citalopram,Citalopram (Celexa),PAROSMIA,169
citalopram,Citalopram (Celexa),JOINT RANGE OF MOTION DECREASED,168
citalopram,Citalopram (Celexa),LABELLED DRUG-DRUG INTERACTION MEDICATION ERROR,168
citalopram,Citalopram (Celexa),BRADYKINESIA,167
citalopram,Citalopram (Celexa),AFFECTIVE DISORDER,166
citalopram,Citalopram (Celexa),BLOOD COUNT ABNORMAL,166
citalopram,Citalopram (Celexa),OCULAR HYPERAEMIA,166
citalopram,Citalopram (Celexa),EMPHYSEMA,165
citalopram,Citalopram (Celexa),FRACTURE,165
citalopram,Citalopram (Celexa),HAEMORRHAGE INTRACRANIAL,165
citalopram,Citalopram (Celexa),SINUS CONGESTION,165
citalopram,Citalopram (Celexa),FACIAL PAIN,164
citalopram,Citalopram (Celexa),HERNIA,164
citalopram,Citalopram (Celexa),MOTOR DYSFUNCTION,164
citalopram,Citalopram (Celexa),OSTEONECROSIS,163
citalopram,Citalopram (Celexa),PLATELET COUNT INCREASED,163
citalopram,Citalopram (Celexa),AGEUSIA,162
citalopram,Citalopram (Celexa),LOWER LIMB FRACTURE,162
citalopram,Citalopram (Celexa),TACHYPHRENIA,162
citalopram,Citalopram (Celexa),BLOOD PRESSURE ABNORMAL,161
citalopram,Citalopram (Celexa),IRON DEFICIENCY ANAEMIA,161
citalopram,Citalopram (Celexa),LACTIC ACIDOSIS,161
citalopram,Citalopram (Celexa),PHARYNGEAL OEDEMA,161
citalopram,Citalopram (Celexa),RASH PAPULAR,161
citalopram,Citalopram (Celexa),SLEEP DISORDER DUE TO A GENERAL MEDICAL CONDITION,161
citalopram,Citalopram (Celexa),DRUG SCREEN POSITIVE,160
citalopram,Citalopram (Celexa),GLAUCOMA,159
citalopram,Citalopram (Celexa),PULSELESS ELECTRICAL ACTIVITY,159
citalopram,Citalopram (Celexa),QUALITY OF LIFE DECREASED,159
citalopram,Citalopram (Celexa),SELF-INJURIOUS IDEATION,159
citalopram,Citalopram (Celexa),SINUS BRADYCARDIA,159
citalopram,Citalopram (Celexa),THYROID DISORDER,159
citalopram,Citalopram (Celexa),HYPOAESTHESIA ORAL,158
citalopram,Citalopram (Celexa),SOMNAMBULISM,158
citalopram,Citalopram (Celexa),BASAL CELL CARCINOMA,157
citalopram,Citalopram (Celexa),FLANK PAIN,157
citalopram,Citalopram (Celexa),OSTEONECROSIS OF JAW,157
citalopram,Citalopram (Celexa),AFFECT LABILITY,156
citalopram,Citalopram (Celexa),CARDIOVASCULAR DISORDER,156
citalopram,Citalopram (Celexa),CHOLECYSTITIS,156
citalopram,Citalopram (Celexa),JOINT DISLOCATION,156
citalopram,Citalopram (Celexa),NEONATAL RESPIRATORY DISTRESS SYNDROME,156
citalopram,Citalopram (Celexa),THERAPEUTIC PRODUCT EFFECT VARIABLE,156
citalopram,Citalopram (Celexa),ROTATOR CUFF SYNDROME,155
citalopram,Citalopram (Celexa),CYANOSIS,154
citalopram,Citalopram (Celexa),HEPATIC CIRRHOSIS,154
citalopram,Citalopram (Celexa),VENTRICULAR EXTRASYSTOLES,154
citalopram,Citalopram (Celexa),ABSCESS,153
citalopram,Citalopram (Celexa),ACCIDENTAL DEATH,153
citalopram,Citalopram (Celexa),ACUTE RESPIRATORY DISTRESS SYNDROME,153
citalopram,Citalopram (Celexa),DECREASED INTEREST,153
citalopram,Citalopram (Celexa),DRUG-INDUCED LIVER INJURY,153
citalopram,Citalopram (Celexa),HYPERVENTILATION,153
citalopram,Citalopram (Celexa),LIGAMENT SPRAIN,153
citalopram,Citalopram (Celexa),SALIVARY HYPERSECRETION,153
citalopram,Citalopram (Celexa),SKIN LACERATION,153
citalopram,Citalopram (Celexa),ACIDOSIS,152
citalopram,Citalopram (Celexa),BLADDER DISORDER,152
citalopram,Citalopram (Celexa),BODY HEIGHT DECREASED,152
citalopram,Citalopram (Celexa),CARDIOMYOPATHY,152
citalopram,Citalopram (Celexa),PELVIC PAIN,152
citalopram,Citalopram (Celexa),ANOSMIA,151
citalopram,Citalopram (Celexa),ACCIDENTAL EXPOSURE TO PRODUCT,149
citalopram,Citalopram (Celexa),BLOOD IRON DECREASED,149
citalopram,Citalopram (Celexa),BLOOD MAGNESIUM DECREASED,149
citalopram,Citalopram (Celexa),SOCIAL AVOIDANT BEHAVIOUR,149
citalopram,Citalopram (Celexa),ALCOHOL USE,148
citalopram,Citalopram (Celexa),DERMATITIS ALLERGIC,148
citalopram,Citalopram (Celexa),HOMICIDAL IDEATION,148
citalopram,Citalopram (Celexa),HYPERCHOLESTEROLAEMIA,148
citalopram,Citalopram (Celexa),MULTIPLE FRACTURES,148
citalopram,Citalopram (Celexa),PARAESTHESIA ORAL,148
citalopram,Citalopram (Celexa),PHARYNGITIS,148
citalopram,Citalopram (Celexa),BODY TEMPERATURE DECREASED,147
citalopram,Citalopram (Celexa),DENTAL CARIES,147
citalopram,Citalopram (Celexa),MUSCULOSKELETAL DISCOMFORT,147
citalopram,Citalopram (Celexa),PRODUCT ADMINISTRATION ERROR,147
citalopram,Citalopram (Celexa),SUDDEN DEATH,147
citalopram,Citalopram (Celexa),GOUT,146
citalopram,Citalopram (Celexa),KNEE ARTHROPLASTY,146
citalopram,Citalopram (Celexa),PHARMACEUTICAL PRODUCT COMPLAINT,146
citalopram,Citalopram (Celexa),PSYCHOLOGICAL TRAUMA,146
citalopram,Citalopram (Celexa),REBOUND ACID HYPERSECRETION,146
citalopram,Citalopram (Celexa),MULTI-ORGAN FAILURE,145
citalopram,Citalopram (Celexa),PARALYSIS,145
citalopram,Citalopram (Celexa),PSYCHIATRIC SYMPTOM,145
citalopram,Citalopram (Celexa),GLYCOSYLATED HAEMOGLOBIN INCREASED,144
citalopram,Citalopram (Celexa),HYPERTONIA,144
citalopram,Citalopram (Celexa),INCREASED TENDENCY TO BRUISE,144
citalopram,Citalopram (Celexa),DERMATITIS,143
citalopram,Citalopram (Celexa),DISABILITY,143
citalopram,Citalopram (Celexa),ORAL CANDIDIASIS,143
citalopram,Citalopram (Celexa),RENAL TUBULAR NECROSIS,143
citalopram,Citalopram (Celexa),TENSION HEADACHE,143
citalopram,Citalopram (Celexa),ULCER,143
citalopram,Citalopram (Celexa),ARTERIOSCLEROSIS CORONARY ARTERY,142
citalopram,Citalopram (Celexa),HYPERPARATHYROIDISM SECONDARY,142
citalopram,Citalopram (Celexa),RED BLOOD CELL SEDIMENTATION RATE INCREASED,142
citalopram,Citalopram (Celexa),TOOTH ABSCESS,142
citalopram,Citalopram (Celexa),ALCOHOLISM,141
citalopram,Citalopram (Celexa),CLOSTRIDIUM DIFFICILE COLITIS,141
citalopram,Citalopram (Celexa),RENAL FAILURE CHRONIC,141
citalopram,Citalopram (Celexa),TACHYPNOEA,141
citalopram,Citalopram (Celexa),IMPAIRED GASTRIC EMPTYING,140
citalopram,Citalopram (Celexa),SKIN IRRITATION,140
citalopram,Citalopram (Celexa),ANOREXIA,139
citalopram,Citalopram (Celexa),HYPOPNOEA,139
citalopram,Citalopram (Celexa),IMPAIRED DRIVING ABILITY,139
citalopram,Citalopram (Celexa),INTENTIONAL DOSE OMISSION,139
citalopram,Citalopram (Celexa),NOCTURIA,139
citalopram,Citalopram (Celexa),CARDIOGENIC SHOCK,138
citalopram,Citalopram (Celexa),HEPATOTOXICITY,138
citalopram,Citalopram (Celexa),LEUKAEMIA,138
citalopram,Citalopram (Celexa),LONG QT SYNDROME,138
citalopram,Citalopram (Celexa),MULTIPLE ORGAN DYSFUNCTION SYNDROME,138
citalopram,Citalopram (Celexa),PRESCRIBED UNDERDOSE,138
citalopram,Citalopram (Celexa),SPLENOMEGALY,138
citalopram,Citalopram (Celexa),VASCULITIS,138
citalopram,Citalopram (Celexa),PERIPHERAL COLDNESS,137
citalopram,Citalopram (Celexa),BLOOD PRESSURE SYSTOLIC ABNORMAL,136
citalopram,Citalopram (Celexa),SECRETION DISCHARGE,136
citalopram,Citalopram (Celexa),SUICIDAL BEHAVIOUR,136
citalopram,Citalopram (Celexa),AGRANULOCYTOSIS,135
citalopram,Citalopram (Celexa),BLOOD PRESSURE DIASTOLIC DECREASED,135
citalopram,Citalopram (Celexa),BRAIN FOG,135
citalopram,Citalopram (Celexa),HYPERTHERMIA,135
citalopram,Citalopram (Celexa),MUSCULOSKELETAL DISORDER,135
citalopram,Citalopram (Celexa),ANAL INCONTINENCE,134
citalopram,Citalopram (Celexa),UROSEPSIS,134
citalopram,Citalopram (Celexa),GESTATIONAL DIABETES,133
citalopram,Citalopram (Celexa),SMALL INTESTINAL OBSTRUCTION,133
citalopram,Citalopram (Celexa),BACTERIAL INFECTION,132
citalopram,Citalopram (Celexa),DISSOCIATION,132
citalopram,Citalopram (Celexa),EJECTION FRACTION DECREASED,132
citalopram,Citalopram (Celexa),ELECTROCARDIOGRAM ABNORMAL,132
citalopram,Citalopram (Celexa),FLUID OVERLOAD,132
citalopram,Citalopram (Celexa),LUNG INFECTION,132
citalopram,Citalopram (Celexa),MALNUTRITION,132
citalopram,Citalopram (Celexa),PERICARDITIS,132
citalopram,Citalopram (Celexa),RESPIRATORY TRACT CONGESTION,132
citalopram,Citalopram (Celexa),TOOTH LOSS,132
citalopram,Citalopram (Celexa),DIZZINESS POSTURAL,131
citalopram,Citalopram (Celexa),FEELING DRUNK,131
citalopram,Citalopram (Celexa),ISCHAEMIC STROKE,131
citalopram,Citalopram (Celexa),MUCOSAL INFLAMMATION,131
citalopram,Citalopram (Celexa),RASH MACULO-PAPULAR,131
citalopram,Citalopram (Celexa),ACCIDENT,130
citalopram,Citalopram (Celexa),COMA SCALE ABNORMAL,130
citalopram,Citalopram (Celexa),"HALLUCINATIONS, MIXED",130
citalopram,Citalopram (Celexa),HYPOCALCAEMIA,130
citalopram,Citalopram (Celexa),ILEUS,130
citalopram,Citalopram (Celexa),NEOPLASM PROGRESSION,130
citalopram,Citalopram (Celexa),NERVE INJURY,130
citalopram,Citalopram (Celexa),PNEUMONITIS,130
citalopram,Citalopram (Celexa),AGITATION NEONATAL,129
citalopram,Citalopram (Celexa),ATRIOVENTRICULAR BLOCK FIRST DEGREE,129
citalopram,Citalopram (Celexa),DIVERTICULUM,129
citalopram,Citalopram (Celexa),GROIN PAIN,129
citalopram,Citalopram (Celexa),HAIR DISORDER,129
citalopram,Citalopram (Celexa),HYPOMANIA,129
citalopram,Citalopram (Celexa),INJECTION SITE RASH,129
citalopram,Citalopram (Celexa),OVARIAN CYST,129
citalopram,Citalopram (Celexa),APPETITE DISORDER,128
citalopram,Citalopram (Celexa),DERMATITIS ATOPIC,128
citalopram,Citalopram (Celexa),NEPHROPATHY,128
citalopram,Citalopram (Celexa),SUSPECTED SUICIDE,128
citalopram,Citalopram (Celexa),BLOOD PRESSURE DIASTOLIC ABNORMAL,127
citalopram,Citalopram (Celexa),CATATONIA,127
citalopram,Citalopram (Celexa),DECREASED IMMUNE RESPONSIVENESS,127
citalopram,Citalopram (Celexa),DEVICE EXPULSION,127
citalopram,Citalopram (Celexa),HYPOTHERMIA,127
citalopram,Citalopram (Celexa),IMPULSIVE BEHAVIOUR,127
citalopram,Citalopram (Celexa),NO THERAPEUTIC RESPONSE,127
citalopram,Citalopram (Celexa),PELVIC FRACTURE,127
citalopram,Citalopram (Celexa),SKIN FISSURES,127
citalopram,Citalopram (Celexa),BACK DISORDER,126
citalopram,Citalopram (Celexa),BLOOD ALBUMIN DECREASED,126
citalopram,Citalopram (Celexa),MIOSIS,126
citalopram,Citalopram (Celexa),TENDONITIS,126
citalopram,Citalopram (Celexa),BEDRIDDEN,125
citalopram,Citalopram (Celexa),CONGENITAL ANOMALY,125
citalopram,Citalopram (Celexa),MENSTRUATION IRREGULAR,125
citalopram,Citalopram (Celexa),TASTE DISORDER,125
citalopram,Citalopram (Celexa),ABNORMAL WEIGHT GAIN,124
citalopram,Citalopram (Celexa),CHOLESTASIS,124
citalopram,Citalopram (Celexa),EXOSTOSIS,124
citalopram,Citalopram (Celexa),APHONIA,123
citalopram,Citalopram (Celexa),GALACTORRHOEA,123
citalopram,Citalopram (Celexa),LEFT VENTRICULAR HYPERTROPHY,123
citalopram,Citalopram (Celexa),VITAMIN D DECREASED,123
citalopram,Citalopram (Celexa),CLONUS,122
citalopram,Citalopram (Celexa),CORONARY ARTERY OCCLUSION,122
citalopram,Citalopram (Celexa),ANAPHYLACTIC SHOCK,121
citalopram,Citalopram (Celexa),BLOOD LACTATE DEHYDROGENASE INCREASED,121
citalopram,Citalopram (Celexa),ECCHYMOSIS,121
citalopram,Citalopram (Celexa),FISTULA,121
citalopram,Citalopram (Celexa),INCOHERENT,121
citalopram,Citalopram (Celexa),LYMPHOPENIA,121
citalopram,Citalopram (Celexa),MADAROSIS,121
citalopram,Citalopram (Celexa),PRODUCT ADHESION ISSUE,120
citalopram,Citalopram (Celexa),PSYCHOMOTOR RETARDATION,120
citalopram,Citalopram (Celexa),FACE OEDEMA,119
citalopram,Citalopram (Celexa),PNEUMOTHORAX,119
citalopram,Citalopram (Celexa),ABORTION INDUCED,118
citalopram,Citalopram (Celexa),APNOEA,118
citalopram,Citalopram (Celexa),INTERVERTEBRAL DISC DISORDER,118
citalopram,Citalopram (Celexa),GYNAECOMASTIA,117
citalopram,Citalopram (Celexa),PERITONITIS,117
citalopram,Citalopram (Celexa),POISONING DELIBERATE,117
citalopram,Citalopram (Celexa),POOR VENOUS ACCESS,117
citalopram,Citalopram (Celexa),SCHIZOPHRENIA,117
citalopram,Citalopram (Celexa),SLEEP TERROR,117
citalopram,Citalopram (Celexa),ANGIOPATHY,116
citalopram,Citalopram (Celexa),BLOOD TEST ABNORMAL,116
citalopram,Citalopram (Celexa),CYST,116
citalopram,Citalopram (Celexa),GLOMERULAR FILTRATION RATE DECREASED,116
citalopram,Citalopram (Celexa),HUNGER,116
citalopram,Citalopram (Celexa),MASS,116
citalopram,Citalopram (Celexa),PRODUCT DOSE OMISSION IN ERROR,116
citalopram,Citalopram (Celexa),PULMONARY THROMBOSIS,116
citalopram,Citalopram (Celexa),TRICUSPID VALVE INCOMPETENCE,116
citalopram,Citalopram (Celexa),TENSION,115
citalopram,Citalopram (Celexa),WOUND INFECTION,115
citalopram,Citalopram (Celexa),MUSCLE ATROPHY,114
citalopram,Citalopram (Celexa),DEVICE BREAKAGE,113
citalopram,Citalopram (Celexa),ERUCTATION,113
citalopram,Citalopram (Celexa),HYPERTHYROIDISM,113
citalopram,Citalopram (Celexa),PROTEINURIA,113
citalopram,Citalopram (Celexa),SKIN CANCER,113
citalopram,Citalopram (Celexa),SKIN HAEMORRHAGE,113
citalopram,Citalopram (Celexa),PATENT DUCTUS ARTERIOSUS,112
citalopram,Citalopram (Celexa),PURPURA,112
citalopram,Citalopram (Celexa),URINE OUTPUT DECREASED,112
citalopram,Citalopram (Celexa),AMENORRHOEA,111
citalopram,Citalopram (Celexa),CAROTID ARTERY OCCLUSION,111
citalopram,Citalopram (Celexa),HEPATIC ENCEPHALOPATHY,111
citalopram,Citalopram (Celexa),BACK INJURY,110
citalopram,Citalopram (Celexa),CARDIOTOXICITY,110
citalopram,Citalopram (Celexa),DUODENAL ULCER,110
citalopram,Citalopram (Celexa),LOOSE TOOTH,110
citalopram,Citalopram (Celexa),SKIN WARM,110
citalopram,Citalopram (Celexa),CONJUNCTIVITIS,109
citalopram,Citalopram (Celexa),FEELING OF BODY TEMPERATURE CHANGE,109
citalopram,Citalopram (Celexa),NERVE COMPRESSION,109
citalopram,Citalopram (Celexa),SLUGGISHNESS,109
citalopram,Citalopram (Celexa),TEMPERATURE INTOLERANCE,109
citalopram,Citalopram (Celexa),TOOTH EXTRACTION,109
citalopram,Citalopram (Celexa),TYPE 1 DIABETES MELLITUS,109
citalopram,Citalopram (Celexa),ALCOHOL ABUSE,108
citalopram,Citalopram (Celexa),BURNS SECOND DEGREE,108
citalopram,Citalopram (Celexa),CENTRAL NERVOUS SYSTEM LESION,108
citalopram,Citalopram (Celexa),PANIC DISORDER,108
citalopram,Citalopram (Celexa),PERSONALITY DISORDER,107
citalopram,Citalopram (Celexa),VITREOUS FLOATERS,107
citalopram,Citalopram (Celexa),DECUBITUS ULCER,106
citalopram,Citalopram (Celexa),HEPATITIS C,106
citalopram,Citalopram (Celexa),INCORRECT DRUG ADMINISTRATION DURATION,106
citalopram,Citalopram (Celexa),SCRATCH,106
citalopram,Citalopram (Celexa),WEIGHT FLUCTUATION,106
citalopram,Citalopram (Celexa),CEREBRAL ATROPHY,105
citalopram,Citalopram (Celexa),DEVICE RELATED INFECTION,105
citalopram,Citalopram (Celexa),DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS,105
citalopram,Citalopram (Celexa),UPPER-AIRWAY COUGH SYNDROME,105
citalopram,Citalopram (Celexa),BLINDNESS UNILATERAL,104
citalopram,Citalopram (Celexa),BLOOD PRESSURE DIASTOLIC INCREASED,104
citalopram,Citalopram (Celexa),BUNDLE BRANCH BLOCK LEFT,104
citalopram,Citalopram (Celexa),MYOCARDITIS,104
citalopram,Citalopram (Celexa),NYSTAGMUS,104
citalopram,Citalopram (Celexa),BUNDLE BRANCH BLOCK RIGHT,103
citalopram,Citalopram (Celexa),DYSPHEMIA,103
citalopram,Citalopram (Celexa),NODULE,103
citalopram,Citalopram (Celexa),EXPOSURE VIA INGESTION,102
citalopram,Citalopram (Celexa),FAECAL INCONTINENCE,102
citalopram,Citalopram (Celexa),HAEMODYNAMIC INSTABILITY,102
citalopram,Citalopram (Celexa),HIP ARTHROPLASTY,102
citalopram,Citalopram (Celexa),METASTASES TO BONE,102
citalopram,Citalopram (Celexa),TRISMUS,102
citalopram,Citalopram (Celexa),ANXIETY DISORDER,101
citalopram,Citalopram (Celexa),DIALYSIS,101
citalopram,Citalopram (Celexa),GINGIVAL BLEEDING,101
citalopram,Citalopram (Celexa),INFUSION SITE PAIN,101
citalopram,Citalopram (Celexa),APHTHOUS ULCER,100
citalopram,Citalopram (Celexa),FEELING OF DESPAIR,100
citalopram,Citalopram (Celexa),OVERWEIGHT,100
citalopram,Citalopram (Celexa),RESPIRATORY ACIDOSIS,100
citalopram,Citalopram (Celexa),SENSORY LOSS,100
citalopram,Citalopram (Celexa),SQUAMOUS CELL CARCINOMA,100
citalopram,Citalopram (Celexa),STATUS EPILEPTICUS,100
citalopram,Citalopram (Celexa),STEROID DEPENDENCE,100
citalopram,Citalopram (Celexa),SYNOVITIS,100
citalopram,Citalopram (Celexa),UVEITIS,100
citalopram,Citalopram (Celexa),CATARRH,99
citalopram,Citalopram (Celexa),DYSPHORIA,99
citalopram,Citalopram (Celexa),SCAB,99
citalopram,Citalopram (Celexa),SKIN INFECTION,99
citalopram,Citalopram (Celexa),TROPONIN INCREASED,99
citalopram,Citalopram (Celexa),ACUTE HEPATIC FAILURE,98
citalopram,Citalopram (Celexa),APPLICATION SITE ERYTHEMA,98
citalopram,Citalopram (Celexa),ATRIAL TACHYCARDIA,98
citalopram,Citalopram (Celexa),BACTERAEMIA,98
citalopram,Citalopram (Celexa),GASTROINTESTINAL PAIN,98
citalopram,Citalopram (Celexa),HEPATOMEGALY,98
citalopram,Citalopram (Celexa),LABYRINTHITIS,98
citalopram,Citalopram (Celexa),MUSCLE STRAIN,98
citalopram,Citalopram (Celexa),SARS-COV-2 TEST POSITIVE,98
citalopram,Citalopram (Celexa),BLOOD GLUCOSE ABNORMAL,97
citalopram,Citalopram (Celexa),BRONCHOSPASM,97
citalopram,Citalopram (Celexa),EXTRASYSTOLES,97
citalopram,Citalopram (Celexa),HYSTERECTOMY,97
citalopram,Citalopram (Celexa),INCORRECT ROUTE OF DRUG ADMINISTRATION,97
citalopram,Citalopram (Celexa),INCORRECT ROUTE OF PRODUCT ADMINISTRATION,97
citalopram,Citalopram (Celexa),MALIGNANT MELANOMA,97
citalopram,Citalopram (Celexa),METASTASES TO LIVER,97
citalopram,Citalopram (Celexa),PHARYNGITIS STREPTOCOCCAL,97
citalopram,Citalopram (Celexa),RALES,97
citalopram,Citalopram (Celexa),SKIN PLAQUE,97
citalopram,Citalopram (Celexa),STUPOR,97
citalopram,Citalopram (Celexa),DIARRHOEA HAEMORRHAGIC,96
citalopram,Citalopram (Celexa),DRY THROAT,96
citalopram,Citalopram (Celexa),HOSTILITY,96
citalopram,Citalopram (Celexa),HYPERCALCAEMIA,96
citalopram,Citalopram (Celexa),HYPOVOLAEMIA,96
citalopram,Citalopram (Celexa),PERONEAL NERVE PALSY,96
citalopram,Citalopram (Celexa),BREAST PAIN,95
citalopram,Citalopram (Celexa),INJECTION SITE WARMTH,95
citalopram,Citalopram (Celexa),RENAL PAIN,95
