generic_name,display_name,reaction_term,count
fluoxetine,Fluoxetine (Prozac),BRAIN OEDEMA,111
fluoxetine,Fluoxetine (Prozac),DEREALISATION,111
fluoxetine,Fluoxetine (Prozac),IRON DEFICIENCY ANAEMIA,111
fluoxetine,Fluoxetine (Prozac),ANAPHYLACTIC SHOCK,110
fluoxetine,Fluoxetine (Prozac),APHONIA,110
fluoxetine,Fluoxetine (Prozac),BLOOD GLUCOSE ABNORMAL,110
fluoxetine,Fluoxetine (Prozac),BRADYPNOEA,110
fluoxetine,Fluoxetine (Prozac),GLUCOSE TOLERANCE IMPAIRED,110
fluoxetine,Fluoxetine (Prozac),INCORRECT ROUTE OF PRODUCT ADMINISTRATION,110
fluoxetine,Fluoxetine (Prozac),LEFT VENTRICULAR HYPERTROPHY,110
fluoxetine,Fluoxetine (Prozac),MULTIPLE FRACTURES,110
fluoxetine,Fluoxetine (Prozac),RESPIRATORY TRACT CONGESTION,110
fluoxetine,Fluoxetine (Prozac),SKIN HAEMORRHAGE,110
fluoxetine,Fluoxetine (Prozac),TRISMUS,110
fluoxetine,Fluoxetine (Prozac),GASTROINTESTINAL PAIN,109
fluoxetine,Fluoxetine (Prozac),HEPATIC FUNCTION ABNORMAL,109
fluoxetine,Fluoxetine (Prozac),LABELLED DRUG-DRUG INTERACTION MEDICATION ERROR,109
fluoxetine,Fluoxetine (Prozac),LIGAMENT SPRAIN,109
fluoxetine,Fluoxetine (Prozac),MUSCLE ATROPHY,109
fluoxetine,Fluoxetine (Prozac),PANIC DISORDER,109
fluoxetine,Fluoxetine (Prozac),PERSONALITY DISORDER,109
fluoxetine,Fluoxetine (Prozac),PLASMA CELL MYELOMA,109
fluoxetine,Fluoxetine (Prozac),STATUS EPILEPTICUS,109
fluoxetine,Fluoxetine (Prozac),TASTE DISORDER,109
fluoxetine,Fluoxetine (Prozac),GOUT,108
fluoxetine,Fluoxetine (Prozac),LEFT VENTRICULAR DYSFUNCTION,108
fluoxetine,Fluoxetine (Prozac),PRIAPISM,108
fluoxetine,Fluoxetine (Prozac),BEZOAR,107
fluoxetine,Fluoxetine (Prozac),DROOLING,107
fluoxetine,Fluoxetine (Prozac),ORAL DISCOMFORT,107
fluoxetine,Fluoxetine (Prozac),TEMPERATURE INTOLERANCE,107
fluoxetine,Fluoxetine (Prozac),ABSCESS,106
fluoxetine,Fluoxetine (Prozac),ACCIDENT,106
fluoxetine,Fluoxetine (Prozac),BUNDLE BRANCH BLOCK RIGHT,106
fluoxetine,Fluoxetine (Prozac),OBSTRUCTIVE AIRWAYS DISORDER,106
fluoxetine,Fluoxetine (Prozac),SCOLIOSIS,106
fluoxetine,Fluoxetine (Prozac),SENSATION OF FOREIGN BODY,106
fluoxetine,Fluoxetine (Prozac),BLOOD CHOLESTEROL ABNORMAL,105
fluoxetine,Fluoxetine (Prozac),DEVELOPMENTAL DELAY,105
fluoxetine,Fluoxetine (Prozac),LOW BIRTH WEIGHT BABY,105
fluoxetine,Fluoxetine (Prozac),OCULOGYRIC CRISIS,105
fluoxetine,Fluoxetine (Prozac),ORAL CANDIDIASIS,105
fluoxetine,Fluoxetine (Prozac),SPLENOMEGALY,105
fluoxetine,Fluoxetine (Prozac),ANAL INCONTINENCE,104
fluoxetine,Fluoxetine (Prozac),ELECTROLYTE IMBALANCE,104
fluoxetine,Fluoxetine (Prozac),PHYSICAL ASSAULT,104
fluoxetine,Fluoxetine (Prozac),PRODUCT STORAGE ERROR,104
fluoxetine,Fluoxetine (Prozac),DERMATITIS CONTACT,103
fluoxetine,Fluoxetine (Prozac),SNORING,103
fluoxetine,Fluoxetine (Prozac),ALCOHOL POISONING,102
fluoxetine,Fluoxetine (Prozac),DEPRESSION SUICIDAL,102
fluoxetine,Fluoxetine (Prozac),DYSPHEMIA,102
fluoxetine,Fluoxetine (Prozac),FOOT DEFORMITY,102
fluoxetine,Fluoxetine (Prozac),POLYURIA,102
fluoxetine,Fluoxetine (Prozac),RENAL FAILURE CHRONIC,102
fluoxetine,Fluoxetine (Prozac),SENSORY LOSS,102
fluoxetine,Fluoxetine (Prozac),SUBDURAL HAEMATOMA,102
fluoxetine,Fluoxetine (Prozac),TONGUE DISORDER,102
fluoxetine,Fluoxetine (Prozac),ADRENAL INSUFFICIENCY,101
fluoxetine,Fluoxetine (Prozac),APPLICATION SITE ERYTHEMA,101
fluoxetine,Fluoxetine (Prozac),BLOOD IRON DECREASED,101
fluoxetine,Fluoxetine (Prozac),BRONCHOSPASM,101
fluoxetine,Fluoxetine (Prozac),DRUG RESISTANCE,101
fluoxetine,Fluoxetine (Prozac),FAECAL INCONTINENCE,101
fluoxetine,Fluoxetine (Prozac),FLUID OVERLOAD,101
fluoxetine,Fluoxetine (Prozac),PNEUMOTHORAX,101
fluoxetine,Fluoxetine (Prozac),QUALITY OF LIFE DECREASED,101
fluoxetine,Fluoxetine (Prozac),SPINAL OPERATION,101
fluoxetine,Fluoxetine (Prozac),BASAL CELL CARCINOMA,100
fluoxetine,Fluoxetine (Prozac),EXPIRED PRODUCT ADMINISTERED,100
fluoxetine,Fluoxetine (Prozac),INFUSION SITE PAIN,100
fluoxetine,Fluoxetine (Prozac),BLADDER DISORDER,99
fluoxetine,Fluoxetine (Prozac),BLOOD POTASSIUM INCREASED,99
fluoxetine,Fluoxetine (Prozac),DEFORMITY,99
fluoxetine,Fluoxetine (Prozac),DEVICE LEAKAGE,99
fluoxetine,Fluoxetine (Prozac),HIP ARTHROPLASTY,99
fluoxetine,Fluoxetine (Prozac),CONGENITAL CARDIOVASCULAR ANOMALY,98
fluoxetine,Fluoxetine (Prozac),IMMUNE SYSTEM DISORDER,98
fluoxetine,Fluoxetine (Prozac),INCORRECT ROUTE OF DRUG ADMINISTRATION,98
fluoxetine,Fluoxetine (Prozac),INJECTION SITE URTICARIA,98
fluoxetine,Fluoxetine (Prozac),AUTONOMIC NERVOUS SYSTEM IMBALANCE,97
fluoxetine,Fluoxetine (Prozac),COMPLICATION OF DEVICE INSERTION,97
fluoxetine,Fluoxetine (Prozac),INCOHERENT,97
fluoxetine,Fluoxetine (Prozac),PERSISTENT FOETAL CIRCULATION,97
fluoxetine,Fluoxetine (Prozac),PULSELESS ELECTRICAL ACTIVITY,97
fluoxetine,Fluoxetine (Prozac),THERAPY CHANGE,97
fluoxetine,Fluoxetine (Prozac),CATAPLEXY,96
fluoxetine,Fluoxetine (Prozac),CRANIOSYNOSTOSIS,96
fluoxetine,Fluoxetine (Prozac),HYPERPHAGIA,96
fluoxetine,Fluoxetine (Prozac),INJECTION SITE WARMTH,96
fluoxetine,Fluoxetine (Prozac),MUSCLE STRAIN,96
fluoxetine,Fluoxetine (Prozac),PRODUCT ADMINISTRATION ERROR,96
fluoxetine,Fluoxetine (Prozac),SUBSTANCE ABUSE,96
fluoxetine,Fluoxetine (Prozac),ACIDOSIS,95
fluoxetine,Fluoxetine (Prozac),BLOOD GLUCOSE FLUCTUATION,95
fluoxetine,Fluoxetine (Prozac),FACIAL PAIN,95
fluoxetine,Fluoxetine (Prozac),MYOCARDITIS,95
fluoxetine,Fluoxetine (Prozac),NEOPLASM PROGRESSION,95
fluoxetine,Fluoxetine (Prozac),NEPHROPATHY,95
fluoxetine,Fluoxetine (Prozac),WEIGHT FLUCTUATION,95
fluoxetine,Fluoxetine (Prozac),ABNORMAL WEIGHT GAIN,94
fluoxetine,Fluoxetine (Prozac),BLINDNESS UNILATERAL,94
fluoxetine,Fluoxetine (Prozac),DEPERSONALISATION/DEREALISATION DISORDER,94
fluoxetine,Fluoxetine (Prozac),ECCHYMOSIS,94
fluoxetine,Fluoxetine (Prozac),LOSS OF EMPLOYMENT,94
fluoxetine,Fluoxetine (Prozac),TENDON RUPTURE,94
fluoxetine,Fluoxetine (Prozac),UTERINE LEIOMYOMA,94
fluoxetine,Fluoxetine (Prozac),YAWNING,94
fluoxetine,Fluoxetine (Prozac),ANTIDEPRESSANT DRUG LEVEL INCREASED,93
fluoxetine,Fluoxetine (Prozac),COLITIS MICROSCOPIC,93
fluoxetine,Fluoxetine (Prozac),PRODUCT DISPENSING ERROR,93
fluoxetine,Fluoxetine (Prozac),SCRATCH,93
fluoxetine,Fluoxetine (Prozac),SPINAL COMPRESSION FRACTURE,93
fluoxetine,Fluoxetine (Prozac),ANGIOPATHY,92
fluoxetine,Fluoxetine (Prozac),HYPERPARATHYROIDISM SECONDARY,92
fluoxetine,Fluoxetine (Prozac),INJECTION SITE HAEMATOMA,92
fluoxetine,Fluoxetine (Prozac),NEEDLE ISSUE,92
fluoxetine,Fluoxetine (Prozac),OVERWEIGHT,92
fluoxetine,Fluoxetine (Prozac),RESPIRATORY RATE INCREASED,92
fluoxetine,Fluoxetine (Prozac),SECRETION DISCHARGE,92
fluoxetine,Fluoxetine (Prozac),DRUG TOLERANCE,91
fluoxetine,Fluoxetine (Prozac),INJECTION SITE INDURATION,91
fluoxetine,Fluoxetine (Prozac),INTERVERTEBRAL DISC DISORDER,91
fluoxetine,Fluoxetine (Prozac),SPINAL COLUMN STENOSIS,91
fluoxetine,Fluoxetine (Prozac),ALCOHOL ABUSE,90
fluoxetine,Fluoxetine (Prozac),ATRIAL FLUTTER,90
fluoxetine,Fluoxetine (Prozac),BIPOLAR I DISORDER,90
fluoxetine,Fluoxetine (Prozac),CARDIOTOXICITY,90
fluoxetine,Fluoxetine (Prozac),CEREBRAL INFARCTION,90
fluoxetine,Fluoxetine (Prozac),DIABETIC COMA,90
fluoxetine,Fluoxetine (Prozac),EYE INFECTION,90
fluoxetine,Fluoxetine (Prozac),FULL BLOOD COUNT DECREASED,90
fluoxetine,Fluoxetine (Prozac),BRADYKINESIA,89
fluoxetine,Fluoxetine (Prozac),COMPULSIVE SHOPPING,89
fluoxetine,Fluoxetine (Prozac),DIABETES MELLITUS NON-INSULIN-DEPENDENT,89
fluoxetine,Fluoxetine (Prozac),FEELING OF BODY TEMPERATURE CHANGE,89
fluoxetine,Fluoxetine (Prozac),HYPERVENTILATION,89
fluoxetine,Fluoxetine (Prozac),JOINT RANGE OF MOTION DECREASED,89
fluoxetine,Fluoxetine (Prozac),LUNG INFECTION,89
fluoxetine,Fluoxetine (Prozac),URINE OUTPUT DECREASED,89
fluoxetine,Fluoxetine (Prozac),COMPLICATION OF DEVICE REMOVAL,88
fluoxetine,Fluoxetine (Prozac),DRUG DOSE OMISSION BY DEVICE,88
fluoxetine,Fluoxetine (Prozac),LIBIDO INCREASED,88
sertraline,Sertraline (Zoloft),NAUSEA,13397
sertraline,Sertraline (Zoloft),DRUG INEFFECTIVE,13249
sertraline,Sertraline (Zoloft),FATIGUE,12439
sertraline,Sertraline (Zoloft),HEADACHE,10802
sertraline,Sertraline (Zoloft),ANXIETY,10071
sertraline,Sertraline (Zoloft),DIARRHOEA,9976
sertraline,Sertraline (Zoloft),DIZZINESS,9349
sertraline,Sertraline (Zoloft),DEPRESSION,9307
sertraline,Sertraline (Zoloft),PAIN,8080
sertraline,Sertraline (Zoloft),OFF LABEL USE,8015
sertraline,Sertraline (Zoloft),VOMITING,7915
sertraline,Sertraline (Zoloft),DYSPNOEA,7895
sertraline,Sertraline (Zoloft),FALL,7269
sertraline,Sertraline (Zoloft),INSOMNIA,7077
sertraline,Sertraline (Zoloft),ASTHENIA,6564
sertraline,Sertraline (Zoloft),DRUG INTERACTION,6340
sertraline,Sertraline (Zoloft),MALAISE,6154
sertraline,Sertraline (Zoloft),TREMOR,5302
sertraline,Sertraline (Zoloft),ARTHRALGIA,5268
sertraline,Sertraline (Zoloft),SOMNOLENCE,5247
sertraline,Sertraline (Zoloft),CONDITION AGGRAVATED,5231
sertraline,Sertraline (Zoloft),FEELING ABNORMAL,5031
sertraline,Sertraline (Zoloft),SUICIDAL IDEATION,4986
sertraline,Sertraline (Zoloft),WEIGHT INCREASED,4748
sertraline,Sertraline (Zoloft),DEATH,4717
sertraline,Sertraline (Zoloft),CONFUSIONAL STATE,4700
sertraline,Sertraline (Zoloft),WEIGHT DECREASED,4496
sertraline,Sertraline (Zoloft),PNEUMONIA,4393
sertraline,Sertraline (Zoloft),TOXICITY TO VARIOUS AGENTS,4250
sertraline,Sertraline (Zoloft),PRURITUS,4230
sertraline,Sertraline (Zoloft),RASH,4127
sertraline,Sertraline (Zoloft),DECREASED APPETITE,4024
sertraline,Sertraline (Zoloft),PAIN IN EXTREMITY,3907
sertraline,Sertraline (Zoloft),ABDOMINAL PAIN,3861
sertraline,Sertraline (Zoloft),PYREXIA,3793
sertraline,Sertraline (Zoloft),COUGH,3778
sertraline,Sertraline (Zoloft),BACK PAIN,3621
sertraline,Sertraline (Zoloft),HYPERTENSION,3483
sertraline,Sertraline (Zoloft),SUICIDE ATTEMPT,3436
sertraline,Sertraline (Zoloft),INTENTIONAL OVERDOSE,3317
sertraline,Sertraline (Zoloft),HYPERHIDROSIS,3258
sertraline,Sertraline (Zoloft),COMPLETED SUICIDE,3244
sertraline,Sertraline (Zoloft),CHEST PAIN,3203
sertraline,Sertraline (Zoloft),CONSTIPATION,3191
sertraline,Sertraline (Zoloft),GAIT DISTURBANCE,3172
sertraline,Sertraline (Zoloft),ABDOMINAL PAIN UPPER,3156
sertraline,Sertraline (Zoloft),DRUG HYPERSENSITIVITY,3059
sertraline,Sertraline (Zoloft),HYPOTENSION,3041
sertraline,Sertraline (Zoloft),URINARY TRACT INFECTION,3011
sertraline,Sertraline (Zoloft),AGITATION,2959
sertraline,Sertraline (Zoloft),PARAESTHESIA,2923
sertraline,Sertraline (Zoloft),OVERDOSE,2903
sertraline,Sertraline (Zoloft),MEMORY IMPAIRMENT,2851
sertraline,Sertraline (Zoloft),MUSCLE SPASMS,2847
sertraline,Sertraline (Zoloft),DRUG ABUSE,2787
sertraline,Sertraline (Zoloft),MYALGIA,2786
sertraline,Sertraline (Zoloft),LOSS OF CONSCIOUSNESS,2610
sertraline,Sertraline (Zoloft),ACUTE KIDNEY INJURY,2562
sertraline,Sertraline (Zoloft),PRODUCT USE IN UNAPPROVED INDICATION,2513
sertraline,Sertraline (Zoloft),HALLUCINATION,2490
sertraline,Sertraline (Zoloft),SEROTONIN SYNDROME,2481
sertraline,Sertraline (Zoloft),PRODUCT DOSE OMISSION ISSUE,2468
sertraline,Sertraline (Zoloft),HYPOAESTHESIA,2417
sertraline,Sertraline (Zoloft),ABDOMINAL DISCOMFORT,2416
sertraline,Sertraline (Zoloft),ANAEMIA,2401
sertraline,Sertraline (Zoloft),VISION BLURRED,2375
sertraline,Sertraline (Zoloft),ALOPECIA,2348
sertraline,Sertraline (Zoloft),BLOOD PRESSURE INCREASED,2324
sertraline,Sertraline (Zoloft),PALPITATIONS,2292
sertraline,Sertraline (Zoloft),DEHYDRATION,2289
sertraline,Sertraline (Zoloft),FOETAL EXPOSURE DURING PREGNANCY,2282
sertraline,Sertraline (Zoloft),RENAL FAILURE,2210
sertraline,Sertraline (Zoloft),SEIZURE,2159
sertraline,Sertraline (Zoloft),SYNCOPE,2114
sertraline,Sertraline (Zoloft),BALANCE DISORDER,2097
sertraline,Sertraline (Zoloft),HYPONATRAEMIA,2085
sertraline,Sertraline (Zoloft),MATERNAL EXPOSURE DURING PREGNANCY,2082
sertraline,Sertraline (Zoloft),TACHYCARDIA,2073
sertraline,Sertraline (Zoloft),HYPERSENSITIVITY,2038
sertraline,Sertraline (Zoloft),INTENTIONAL SELF-INJURY,1978
sertraline,Sertraline (Zoloft),OEDEMA PERIPHERAL,1963
sertraline,Sertraline (Zoloft),CHILLS,1940
sertraline,Sertraline (Zoloft),AGGRESSION,1939
sertraline,Sertraline (Zoloft),IRRITABILITY,1926
sertraline,Sertraline (Zoloft),COVID-19,1920
sertraline,Sertraline (Zoloft),MUSCULAR WEAKNESS,1918
sertraline,Sertraline (Zoloft),GASTROOESOPHAGEAL REFLUX DISEASE,1911
sertraline,Sertraline (Zoloft),CHRONIC KIDNEY DISEASE,1906
sertraline,Sertraline (Zoloft),ERYTHEMA,1906
sertraline,Sertraline (Zoloft),NASOPHARYNGITIS,1892
sertraline,Sertraline (Zoloft),DISTURBANCE IN ATTENTION,1887
sertraline,Sertraline (Zoloft),MIGRAINE,1823
sertraline,Sertraline (Zoloft),DEPRESSED MOOD,1809
sertraline,Sertraline (Zoloft),INJECTION SITE PAIN,1787
sertraline,Sertraline (Zoloft),DRY MOUTH,1785
sertraline,Sertraline (Zoloft),DIABETES MELLITUS,1773
sertraline,Sertraline (Zoloft),CONTUSION,1762
sertraline,Sertraline (Zoloft),SLEEP DISORDER,1728
sertraline,Sertraline (Zoloft),PERIPHERAL SWELLING,1717
sertraline,Sertraline (Zoloft),PULMONARY EMBOLISM,1710
sertraline,Sertraline (Zoloft),MYOCARDIAL INFARCTION,1701
sertraline,Sertraline (Zoloft),CEREBROVASCULAR ACCIDENT,1700
sertraline,Sertraline (Zoloft),AMNESIA,1698
sertraline,Sertraline (Zoloft),DYSPEPSIA,1680
sertraline,Sertraline (Zoloft),PANIC ATTACK,1675
sertraline,Sertraline (Zoloft),HEART RATE INCREASED,1674
sertraline,Sertraline (Zoloft),ASTHMA,1640
sertraline,Sertraline (Zoloft),WITHDRAWAL SYNDROME,1634
sertraline,Sertraline (Zoloft),DYSPHAGIA,1630
sertraline,Sertraline (Zoloft),URTICARIA,1616
sertraline,Sertraline (Zoloft),RESTLESSNESS,1615
sertraline,Sertraline (Zoloft),CHEST DISCOMFORT,1587
sertraline,Sertraline (Zoloft),VISUAL IMPAIRMENT,1586
sertraline,Sertraline (Zoloft),DRUG DOSE OMISSION,1572
sertraline,Sertraline (Zoloft),EMOTIONAL DISTRESS,1561
sertraline,Sertraline (Zoloft),PRODUCT USE ISSUE,1561
sertraline,Sertraline (Zoloft),SINUSITIS,1560
sertraline,Sertraline (Zoloft),DYSKINESIA,1534
sertraline,Sertraline (Zoloft),INFECTION,1499
sertraline,Sertraline (Zoloft),NIGHTMARE,1490
sertraline,Sertraline (Zoloft),SEPSIS,1481
sertraline,Sertraline (Zoloft),MUSCULOSKELETAL STIFFNESS,1479
sertraline,Sertraline (Zoloft),CARDIAC ARREST,1459
sertraline,Sertraline (Zoloft),ABNORMAL BEHAVIOUR,1453
sertraline,Sertraline (Zoloft),STRESS,1449
sertraline,Sertraline (Zoloft),VERTIGO,1448
sertraline,Sertraline (Zoloft),INCORRECT DOSE ADMINISTERED,1427
sertraline,Sertraline (Zoloft),DRUG WITHDRAWAL SYNDROME,1425
sertraline,Sertraline (Zoloft),BLOOD GLUCOSE INCREASED,1399
sertraline,Sertraline (Zoloft),PSYCHOTIC DISORDER,1396
sertraline,Sertraline (Zoloft),HAEMOGLOBIN DECREASED,1390
sertraline,Sertraline (Zoloft),ABDOMINAL DISTENSION,1379
sertraline,Sertraline (Zoloft),NERVOUSNESS,1366
sertraline,Sertraline (Zoloft),DRUG INTOLERANCE,1363
sertraline,Sertraline (Zoloft),INFLUENZA,1358
sertraline,Sertraline (Zoloft),CRYING,1343
sertraline,Sertraline (Zoloft),OROPHARYNGEAL PAIN,1317
sertraline,Sertraline (Zoloft),LETHARGY,1311
sertraline,Sertraline (Zoloft),JOINT SWELLING,1305
sertraline,Sertraline (Zoloft),TINNITUS,1305
sertraline,Sertraline (Zoloft),FLUSHING,1300
sertraline,Sertraline (Zoloft),GENERAL PHYSICAL HEALTH DETERIORATION,1291
sertraline,Sertraline (Zoloft),SPEECH DISORDER,1279
sertraline,Sertraline (Zoloft),ELECTROCARDIOGRAM QT PROLONGED,1275
sertraline,Sertraline (Zoloft),ATRIAL FIBRILLATION,1268
sertraline,Sertraline (Zoloft),INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1249
sertraline,Sertraline (Zoloft),MENTAL DISORDER,1240
sertraline,Sertraline (Zoloft),LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,1238
sertraline,Sertraline (Zoloft),TREATMENT NONCOMPLIANCE,1229
sertraline,Sertraline (Zoloft),DISORIENTATION,1228
sertraline,Sertraline (Zoloft),COMA,1222
sertraline,Sertraline (Zoloft),ANGER,1218
sertraline,Sertraline (Zoloft),WHEEZING,1211
sertraline,Sertraline (Zoloft),CONVULSION,1210
sertraline,Sertraline (Zoloft),COGNITIVE DISORDER,1208
sertraline,Sertraline (Zoloft),INJURY,1203
sertraline,Sertraline (Zoloft),BRONCHITIS,1202
sertraline,Sertraline (Zoloft),INTENTIONAL PRODUCT MISUSE,1201
sertraline,Sertraline (Zoloft),BLOOD CHOLESTEROL INCREASED,1190
sertraline,Sertraline (Zoloft),WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,1190
sertraline,Sertraline (Zoloft),ABNORMAL DREAMS,1179
sertraline,Sertraline (Zoloft),PRODUCT SUBSTITUTION ISSUE,1156
sertraline,Sertraline (Zoloft),CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1155
sertraline,Sertraline (Zoloft),ILLNESS,1140
sertraline,Sertraline (Zoloft),INFLUENZA LIKE ILLNESS,1135
sertraline,Sertraline (Zoloft),PSORIASIS,1121
sertraline,Sertraline (Zoloft),SWELLING,1120
sertraline,Sertraline (Zoloft),WHITE BLOOD CELL COUNT DECREASED,1100
sertraline,Sertraline (Zoloft),NECK PAIN,1095
sertraline,Sertraline (Zoloft),HOSPITALISATION,1092
sertraline,Sertraline (Zoloft),CARDIAC FAILURE CONGESTIVE,1091
sertraline,Sertraline (Zoloft),SWELLING FACE,1089
sertraline,Sertraline (Zoloft),HOT FLUSH,1088
sertraline,Sertraline (Zoloft),ARTHRITIS,1086
sertraline,Sertraline (Zoloft),HYPOKALAEMIA,1084
sertraline,Sertraline (Zoloft),MEDICATION ERROR,1084
sertraline,Sertraline (Zoloft),GASTROINTESTINAL DISORDER,1072
sertraline,Sertraline (Zoloft),DRUG DEPENDENCE,1069
sertraline,Sertraline (Zoloft),TYPE 2 DIABETES MELLITUS,1069
sertraline,Sertraline (Zoloft),PARANOIA,1066
sertraline,Sertraline (Zoloft),GASTROINTESTINAL HAEMORRHAGE,1042
sertraline,Sertraline (Zoloft),DYSARTHRIA,1041
sertraline,Sertraline (Zoloft),PLATELET COUNT DECREASED,1035
sertraline,Sertraline (Zoloft),INTENTIONAL PRODUCT USE ISSUE,1029
sertraline,Sertraline (Zoloft),BURNING SENSATION,1020
sertraline,Sertraline (Zoloft),PRODUCT QUALITY ISSUE,1020
sertraline,Sertraline (Zoloft),NEUROPATHY PERIPHERAL,1019
sertraline,Sertraline (Zoloft),CARDIO-RESPIRATORY ARREST,1017
sertraline,Sertraline (Zoloft),EYE PAIN,1012
sertraline,Sertraline (Zoloft),THROMBOCYTOPENIA,1012
sertraline,Sertraline (Zoloft),CARDIAC DISORDER,1011
sertraline,Sertraline (Zoloft),MOBILITY DECREASED,1011
sertraline,Sertraline (Zoloft),EPISTAXIS,997
sertraline,Sertraline (Zoloft),RHEUMATOID ARTHRITIS,991
sertraline,Sertraline (Zoloft),THROMBOSIS,988
sertraline,Sertraline (Zoloft),BRADYCARDIA,985
sertraline,Sertraline (Zoloft),DEEP VEIN THROMBOSIS,984
sertraline,Sertraline (Zoloft),EXPOSURE DURING PREGNANCY,979
sertraline,Sertraline (Zoloft),NEUTROPENIA,979
sertraline,Sertraline (Zoloft),DYSGEUSIA,975
sertraline,Sertraline (Zoloft),RESPIRATORY FAILURE,961
sertraline,Sertraline (Zoloft),DRY SKIN,954
sertraline,Sertraline (Zoloft),MOOD SWINGS,946
sertraline,Sertraline (Zoloft),"HALLUCINATION, AUDITORY",945
sertraline,Sertraline (Zoloft),SEDATION,939
sertraline,Sertraline (Zoloft),APATHY,938
sertraline,Sertraline (Zoloft),PRODUCTIVE COUGH,933
sertraline,Sertraline (Zoloft),MANIA,931
sertraline,Sertraline (Zoloft),DELIRIUM,928
sertraline,Sertraline (Zoloft),DYSPHONIA,926
sertraline,Sertraline (Zoloft),FEELING HOT,925
sertraline,Sertraline (Zoloft),THERAPEUTIC PRODUCT EFFECT INCOMPLETE,914
sertraline,Sertraline (Zoloft),NIGHT SWEATS,909
sertraline,Sertraline (Zoloft),"HALLUCINATION, VISUAL",904
sertraline,Sertraline (Zoloft),RHABDOMYOLYSIS,896
sertraline,Sertraline (Zoloft),URINARY INCONTINENCE,896
sertraline,Sertraline (Zoloft),BLOOD PRESSURE DECREASED,887
sertraline,Sertraline (Zoloft),DEPRESSED LEVEL OF CONSCIOUSNESS,886
sertraline,Sertraline (Zoloft),MULTIPLE SCLEROSIS RELAPSE,880
sertraline,Sertraline (Zoloft),ANHEDONIA,868
sertraline,Sertraline (Zoloft),ERECTILE DYSFUNCTION,857
sertraline,Sertraline (Zoloft),UNEVALUABLE EVENT,856
sertraline,Sertraline (Zoloft),AKATHISIA,854
sertraline,Sertraline (Zoloft),HEPATIC ENZYME INCREASED,851
sertraline,Sertraline (Zoloft),OXYGEN SATURATION DECREASED,850
sertraline,Sertraline (Zoloft),EMOTIONAL DISORDER,848
sertraline,Sertraline (Zoloft),HAEMORRHAGE,846
sertraline,Sertraline (Zoloft),SEXUAL DYSFUNCTION,843
sertraline,Sertraline (Zoloft),OSTEOARTHRITIS,833
sertraline,Sertraline (Zoloft),MUSCLE TWITCHING,832
sertraline,Sertraline (Zoloft),PANCREATITIS,832
sertraline,Sertraline (Zoloft),FLATULENCE,827
sertraline,Sertraline (Zoloft),NASAL CONGESTION,825
sertraline,Sertraline (Zoloft),ADVERSE DRUG REACTION,817
sertraline,Sertraline (Zoloft),ALANINE AMINOTRANSFERASE INCREASED,815
sertraline,Sertraline (Zoloft),RHINORRHOEA,803
sertraline,Sertraline (Zoloft),HYPERSOMNIA,801
sertraline,Sertraline (Zoloft),BLOOD CREATININE INCREASED,786
sertraline,Sertraline (Zoloft),FEAR,783
sertraline,Sertraline (Zoloft),DRUG EXPOSURE DURING PREGNANCY,775
sertraline,Sertraline (Zoloft),HYPOTHYROIDISM,774
sertraline,Sertraline (Zoloft),DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,769
sertraline,Sertraline (Zoloft),RESTLESS LEGS SYNDROME,767
sertraline,Sertraline (Zoloft),URINARY RETENTION,767
sertraline,Sertraline (Zoloft),THINKING ABNORMAL,766
sertraline,Sertraline (Zoloft),UPPER RESPIRATORY TRACT INFECTION,762
sertraline,Sertraline (Zoloft),ATRIAL SEPTAL DEFECT,756
sertraline,Sertraline (Zoloft),CHOLELITHIASIS,754
sertraline,Sertraline (Zoloft),SWOLLEN TONGUE,752
sertraline,Sertraline (Zoloft),ASPARTATE AMINOTRANSFERASE INCREASED,747
sertraline,Sertraline (Zoloft),PRESYNCOPE,747
sertraline,Sertraline (Zoloft),CELLULITIS,739
sertraline,Sertraline (Zoloft),INJECTION SITE ERYTHEMA,732
sertraline,Sertraline (Zoloft),DISEASE PROGRESSION,729
sertraline,Sertraline (Zoloft),HYPOGLYCAEMIA,727
sertraline,Sertraline (Zoloft),ARTHROPATHY,723
sertraline,Sertraline (Zoloft),OEDEMA,723
sertraline,Sertraline (Zoloft),SOPOR,720
sertraline,Sertraline (Zoloft),DELUSION,719
sertraline,Sertraline (Zoloft),PULMONARY OEDEMA,719
sertraline,Sertraline (Zoloft),HEAD INJURY,717
sertraline,Sertraline (Zoloft),RENAL IMPAIRMENT,717
sertraline,Sertraline (Zoloft),NO ADVERSE EVENT,716
sertraline,Sertraline (Zoloft),HAEMATEMESIS,712
sertraline,Sertraline (Zoloft),HAEMATOCHEZIA,711
sertraline,Sertraline (Zoloft),PRODUCT DOSE OMISSION,709
sertraline,Sertraline (Zoloft),MUSCULOSKELETAL PAIN,705
sertraline,Sertraline (Zoloft),PREMATURE BABY,705
sertraline,Sertraline (Zoloft),DISCOMFORT,702
sertraline,Sertraline (Zoloft),DISEASE RECURRENCE,702
